Equipment_Dam,Model.Suffix_Dam,Workorder_Dam,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Dam,Chamber Temp. Judge Value_AutoClave,Equipment_Fill1,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill1,Equipment_Fill2,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Fill2,target
Dam dispenser #1,AJX75334501,3G1XA502-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XC129-2,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #2,AJX75334501,3L1X9930-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,3I1XA278-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #1,AJX75334501,3K1X0056-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8293-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XA503-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XC147-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XA482-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XB876-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4E1XB488-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1XD008-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X9014-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1X9934-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XA501-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XC745-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4F1XB596-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XA127-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XC953-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XA258-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XA586-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4A1XA640-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3I1XA257-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1XB049-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XB245-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XA482-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4A1XC480-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XB238-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4F1XA820-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XC475-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB234-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3J1XF767-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1XC029-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3I1XA258-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3K1X1645-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334505,4F1XA820-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3M1XB516-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1X9674-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XC484-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #1,AJX75334502,4F1XA712-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4C1XH942-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4B1XD471-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XD472-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1X7976-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4F1XA819-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1X8295-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3K1XA736-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1X8954-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4F1XA819-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XE940-1,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1XA481-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XC326-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334502,4A1XA713-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB542-4,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3J1XD005-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3K1XC268-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XB977-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #2,AJX75334501,3I1XA257-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #1,AJX75334501,3G1XB462-1,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,3J1XF281-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3L1XA128-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4A1XB972-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XE010-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XB031-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3I1XB425-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1XD472-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3I1XB274-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XF442-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB045-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334501,3L1XB019-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XF433-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,4C1XD512-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XA503-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3I1XA326-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4B1XA872-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1XB735-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XF433-2,162.4,NG,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,4C1X2340-2,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1X8295-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3F1X9644-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1X6364-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XD184-2,549.5,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XC442-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1X9014-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334505,4E1XA847-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3K1X0056-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3M1XH389-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XC479-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1X9934-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334505,4F1XA820-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XC663-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,AbNormal
Dam dispenser #1,AJX75334501,3L1X9204-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XB542-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XE712-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X8298-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334502,3J1XB576-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XF536-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,3I1XA327-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3M1XD935-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XB876-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334503,4BPXX078-0001,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3I1XA258-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1XE130-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,AbNormal
Dam dispenser #1,AJX75334501,3J1XF461-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XA083-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XA481-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XG840-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1X9930-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XD610-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB462-2,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4B1X9674-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4A1XB541-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1XA350-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1X9930-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1X8429-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XG913-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3L1XA256-2,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3J1XE079-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3L1X8574-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1XA351-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1X1371-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1X9884-2,549,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1X8432-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X9014-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3G1X4501-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XB876-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1XA350-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE355-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3M1XB524-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB948-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334502,3I1XB423-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334501,3L1XB031-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1X9930-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334505,4E1XA644-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1X9929-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XC473-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XB815-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XD029-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3M1XG286-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4E1XB351-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3H1XD883-2,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3I1XA464-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4A1XC345-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4C1XD437-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XE007-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #2,AJX75334501,4A1XC326-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XB815-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XC578-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334505,4C1XH940-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1X9648-1,549,NG,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XB245-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XE010-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334505,4E1X9996-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XD964-1,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1X2857-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1X9204-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XC472-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3K1XB024-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3K1XC261-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3I1XA609-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3L1XA998-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4B1XA871-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334505,4F1XB758-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3L1X8506-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3L1X9934-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,AbNormal
Dam dispenser #1,AJX75334501,3F1X9648-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1X9930-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1X8954-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4F1XB596-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4C1XH940-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4E1XA548-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,3M1XH387-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3L1XA256-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1XC414-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3H1XE357-2,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3M1XF736-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,4A1XE570-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3K1XA736-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XC632-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3L1XB244-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XD691-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3M1XG769-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3G1XB234-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3J1XG913-1,550.3,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3K1XC268-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334502,3J1XC105-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #2,AJX75334505,4E1XC442-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,3J1XC140-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3I1XA258-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE645-1,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,AbNormal
Dam dispenser #1,AJX75334501,3J1XC146-2,550.3,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3M1XB523-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XE165-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4A1XE696-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1X4502-2,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3H1XE687-1,549.5,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1X9934-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3K1X9887-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334505,4C1XH944-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3J1XC129-2,550,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,4E1XC029-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4B1XB674-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,4C1XH474-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334501,4A1XE696-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4B1XC554-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4C1X0045-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3H1XC875-1,549,,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3K1XB239-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334505,4C1XH944-2,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334502,3J1XC120-1,550,NG,Fill1 dispenser #1,838.4,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334501,3L1XB234-3,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #1,AJX75334501,3F1XC600-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #1,AJX75334505,4E1XB596-1,,NG,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,3I1X9730-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #2,AJX75334505,4C1XG294-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3F1XA351-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,3J1XE976-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,4C1XJ020-1,,,Fill1 dispenser #1,,Fill2 dispenser #1,,Normal
Dam dispenser #2,AJX75334502,4F1XA712-1,,NG,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334502,3K1X9801-1,162.4,,Fill1 dispenser #2,837.7,Fill2 dispenser #2,305,Normal
Dam dispenser #1,AJX75334501,3G1XB952-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,Normal
Dam dispenser #2,AJX75334501,4E1XB399-2,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #2,AJX75334501,4C1XH959-1,,,Fill1 dispenser #2,,Fill2 dispenser #2,,Normal
Dam dispenser #1,AJX75334501,3G1XB948-1,549,,Fill1 dispenser #1,837.9,Fill2 dispenser #1,835.5,AbNormal
